protein	a1	a2	a3	a4	b1	b2	b3	b4	c1	c2	c3	c4	d1	d2	d3	d4	e1	e2	e3	e4
P68767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.75355935601817	NA	NA	24.03302421274466	24.873395611876873	24.85528757386747	NA	24.9408216630418
P68919	26.906881405743963	27.050600697270802	27.107970364068656	26.907170127091632	27.42970333479577	27.422385367922214	27.509683531327973	27.644998641338486	28.03885283229293	27.940331918783585	27.925641899890344	27.930934864520612	28.31889304999039	28.34743212466306	28.200155192726694	28.413777669467745	28.55886276127905	28.75559365240165	28.642808015018627	28.66224103797359
P69054	25.189127287655495	25.426608311875277	25.07620610730646	25.21924334238513	25.56806884740652	25.755848057251615	25.717643700486207	26.007415689267976	26.403670690251893	26.1556234312187	26.243244501023618	26.080401433199423	26.693717639210586	26.77931529537983	26.382882547652496	26.53765814980707	26.95996735677549	26.81802449178154	26.783325701824026	26.748296073394904
P69222	NA	NA	NA	NA	NA	25.227755178194865	NA	24.80965422904524	25.87621570426643	26.26716525672529	25.772491226429043	25.624550143680803	25.76009514453594	25.833797257984337	25.9564764103894	25.74224067045114	26.736786235840395	26.834612470230294	25.95382679042046	26.10205654656897
P69411	24.341195439161968	NA	NA	24.758746470759778	24.877752699107432	NA	24.620073546877553	NA	24.981217399041967	24.93741488916681	25.213053135260285	25.187436015499262	25.143622160855152	25.437090168574482	25.30691339100394	25.528524319247527	25.735843077713298	25.75348423958683	25.843853035963907	25.957615238271956
P69441	27.448905044158586	27.50984979101054	27.381700635560417	27.351421991029202	28.060466259041412	28.01595157404709	27.964974806417995	28.04582294981625	28.37620248641697	28.329700223889585	28.438982497438733	28.50625705748897	28.80249928310315	28.712387240923768	28.714477283697278	28.74523479594291	29.081087531459872	29.063778604557196	29.05324726494221	29.100206124296985
P69503	NA	25.084882287017685	25.380551121613383	25.048717299023227	25.733263592988287	25.60363271981161	25.719699816368145	25.76845321358593	26.252409616840342	26.326324855841523	26.173404290118597	26.360033282097135	26.294587441943744	26.66811478708442	26.524491452737625	26.46047226278756	27.002153430581547	26.792714530301055	26.783584969511104	26.888006539837985
P69776	28.050177271701777	28.192050233661575	28.0365864202937	28.10765872703019	28.561137004594926	28.784951049027455	28.783854968204874	28.688029636394806	29.155144814924146	29.133407740298804	29.1598418963937	29.27642986058304	29.40909684772098	29.52318558518669	29.20495523474143	29.45609558366684	29.798322869979074	29.78971416856107	29.700739610470755	29.74814671147915
P69783	28.569250596937785	28.679912702285673	28.50802816019827	28.500373913000228	29.10158909549218	29.112097497844246	29.210935539665098	29.051946019236258	29.60815291373057	29.620856991702375	29.54409401903118	29.438777948462466	29.814946361813973	29.91073535679873	29.864465877630337	29.911393483283533	30.155472660084293	30.271911247322407	30.27367989408028	30.11002878883299
P69797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.803730005189706	24.088431068371847	NA	NA	24.30337688431235	NA	NA	24.02634240873443
P69811	NA	NA	NA	NA	24.399972974943456	NA	24.470062251106874	NA	24.357954241357834	24.548303073397562	NA	NA	24.750697123056657	24.737072846876426	NA	24.94121241102424	24.81197162765741	25.451409725791304	NA	NA
P69828	NA	NA	NA	NA	24.454802424636366	24.797708444079554	24.866478197285037	NA	25.316568274080524	25.238975654749296	25.603827879094997	25.311957207902765	25.317785900313055	25.37605551963312	25.741646989868027	25.975835876063083	26.244343737941527	25.972676714971506	26.419769980079668	26.141287250191137
P69849;Q5JPE7;Q15155	28.13691419329344	28.11057008391801	28.16088795701209	28.205114700931247	28.115884955373552	28.101011348990756	28.09611233468668	28.133219616120428	28.24527223930061	28.06214068019994	28.084899235510466	28.076094298764865	28.10797593509977	28.062270327736037	28.067786880589278	28.079652711498387	28.12152172942604	28.147472462328345	28.24802778899432	28.10772814852608
P69910;P69908	29.89499232090516	29.91221856052826	29.84184040263265	29.89878034249677	30.509561164749357	30.487456819915863	30.48037699908182	30.417900963913368	30.89836311536279	30.883742786401363	30.833539838053404	30.864369602523418	31.211276682339857	31.241703472020674	31.208668434118415	31.2282601995676	31.550869705990984	31.591489694444512	31.58574566438846	31.53176632177808
P69913	NA	NA	NA	NA	NA	NA	NA	NA	24.55137269303402	24.905069982360796	NA	24.648147088748384	NA	NA	26.28306782214356	25.689275923312607	25.638789088413017	NA	NA	25.35771674970261
P69924	NA	NA	NA	NA	NA	23.78736895877593	23.619638607157384	NA	24.182266338154687	24.46411996654186	24.150940396703785	NA	24.716646843239356	24.677085512659655	24.62126219077919	24.44853137406615	24.970704532866637	24.86162801206365	24.724853299104563	24.880418859368692
P75818	27.18133528394244	27.269518576956926	27.543601947910233	27.425370159729248	27.866446434603386	27.96414079444737	27.993789410710935	27.937876830623917	28.378939812887126	28.236339794964696	28.387151363290748	28.357386250131906	28.558647262385133	28.689994778889396	28.59231019557385	28.656547576746494	28.95962115150865	28.976527209896027	29.008724615810415	29.01622871610213
P75874	25.132663752984453	24.75192350970228	24.510931033320706	25.091596453598388	25.150674499676256	25.35484963028914	25.27544263229819	25.17039219203382	25.788297795380632	25.75389869729144	25.547593361431158	25.744088235593733	26.429485118947248	26.2144946279956	26.385900965985954	26.034859295648996	26.55845891928354	26.52297146182895	26.517701248414276	26.567343200958852
P75913	NA	NA	NA	NA	NA	NA	NA	NA	24.67174693045641	NA	NA	24.462181529399103	NA	NA	NA	NA	25.33742235000796	24.57677092058298	24.978179543743682	25.113398156629337
P76108	NA	NA	NA	NA	24.86908479192726	25.085056175647267	24.95382512466414	NA	25.252916143004096	25.28199399012848	25.218166367290177	25.253283396889476	25.556555477222712	25.50897202907803	25.73525384741391	25.644949543430297	25.942110641474486	25.785385912720123	26.181744532808754	25.899744126315433
P76113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.837477304591843	23.4673034550869	23.959053318410128	24.246685628514104	23.743260364479905	23.737374209341542	24.45143115870297	24.392078093335755	24.41856851287152	23.94536851079981
P76172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.617918616370396	24.30433355514347	NA	24.376665714346736	24.41174123400007	24.453655825353
P76177	NA	NA	NA	NA	25.72590282306279	25.078961909680007	25.81253175272514	25.39708800537036	25.82734983131341	25.99185435413209	26.21348304561918	26.020323373513033	26.37677663073528	26.476881118066814	26.561600590266693	26.534614933225143	26.85094700735482	26.716331241169357	26.680990675666486	26.892338237960576
P76193	25.459732074642943	25.401452191483646	25.632166761403475	25.547365238970706	26.00201124835748	25.991656007772608	26.083945900704055	25.95912308192306	26.551769726617408	26.455895539630912	26.58361063458145	26.52574315189757	26.76030214576176	26.803086393330744	26.858025197204764	26.854414991982885	27.044773832071787	27.036262753124625	27.106601480173133	27.153308687705447
P76251	24.914137589258868	24.6173260549985	24.650155317178466	24.448275990503845	25.26484882783108	25.414621796934373	24.805736977320088	25.3293353819583	25.708930198311172	25.67871351028336	25.764579197680796	25.634163037903296	26.14044485459442	26.033586134590177	25.44597096085478	25.374429682131325	26.397871413675674	26.31085535503504	25.891420197601175	25.94543799418182
P76316	NA	27.78730527373317	27.83395249320234	27.102924890887	27.823419829660832	27.693341266989382	27.372502722050005	27.786302281676562	27.910353077462183	28.34743196579669	28.214603948264795	27.73775679801527	28.482901450757762	28.290475079433808	27.959960763251008	28.110484962854212	28.78987647567633	28.34940595229785	28.203135975197952	28.361175930630264
P76372	23.268208015143845	NA	NA	24.160517546767764	24.46835817174174	23.995896943712797	NA	23.99259400033299	25.084916127008544	25.138140242942306	25.142013090648508	24.602378886383494	24.969699568042277	25.515542434467186	24.881302854704277	25.375844584561545	25.64629467966966	25.709948897021455	24.2919748943293	25.290055477488156
P76402	25.614375444348394	25.392799469011198	25.742529465438743	25.60939449275465	26.038079461726348	26.256069908003592	26.08835336286417	26.341350797936094	26.47676512784802	26.54708182826833	26.532930852241083	26.752990225716584	26.745086309060316	26.851193082459897	27.077308971527984	26.929973422648466	27.22736068028579	27.131163739376326	27.230922960693263	27.279566298879214
P76576	NA	NA	NA	NA	NA	24.140201730763327	24.408134501963673	24.63173282312074	25.032439675622452	24.557451529986313	24.845458839534704	24.472345128069986	25.041718356007582	24.929302129271377	25.327286286716262	25.237121632271112	25.472032124785727	25.34706896087443	25.451804427587756	25.551818649633045
P77318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.122336493829955	25.260761860230076	25.426426638596705	NA
P77395	NA	NA	NA	NA	24.72367957655188	24.52700737581814	23.93384648885411	23.94082753353873	24.863525849999274	24.742785427312878	24.59868559429709	24.543683909790246	24.853427720873245	25.42403253862141	24.78993504659759	25.334238306950898	25.583600353831542	25.67471201864306	25.187536170618515	25.222929122020695
P77454	25.03070437935486	24.988910324034965	24.531167280961384	24.856344993825246	25.516006518914228	25.436675599833244	25.38057929978427	25.750844857757492	26.390396646695187	26.249308356470205	26.311763520439282	25.839595291787866	26.59759388484097	26.547080004234324	26.52756019763574	26.629583797792243	27.05301906605825	26.79801879997849	26.920027558019537	26.727570221664198
P77581	NA	24.740120837669174	NA	24.413169218196046	24.890247606014587	24.588641066262465	NA	24.57871618971245	25.13813812185748	24.984481479016008	24.990367803064288	NA	25.13801744783786	25.180559935437273	25.56348719854554	24.86687885361025	25.631678927170665	25.54520657000419	25.333826312630286	25.62044365784393
P77674	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.072281896882682	NA	24.234575668596666	24.117238108191245	24.109871656901024	NA	NA	24.139595827934198	24.326338541245814	24.262664885867377	24.44889305164422
P77695	24.939755543283848	NA	NA	25.29555560023941	25.397698668092296	25.21581877740802	25.444750095039954	25.546349973240424	25.634885202164316	25.534648867022856	25.79522121343163	25.81882975042763	25.820354493125226	26.120716443278916	26.111057166580814	26.080303754172757	26.36772863854905	26.234226833149783	26.368893088019362	26.46533290278727
P77717	27.6151692761287	27.554281523449006	27.40604917977936	27.542584666597325	28.071058410896228	28.069913485025822	28.379584238030798	28.344638400375008	28.36323351038858	28.548714826617744	28.570581429535235	28.72190356080994	28.707202128825227	28.731061870597422	29.145043167466444	28.97895373050031	29.16866270540513	29.10143988716615	29.427244120093082	29.27406706789601
P77735	26.23971721609028	NA	NA	26.170259387207324	26.37610729523854	26.339519855610583	26.57226945271292	26.426417762701085	26.664667103034684	26.557568442064245	26.643071041137596	26.60498835437554	26.813263845755877	26.95083443515107	26.680755769511354	26.60709904434566	27.229946756736194	27.247224344872052	26.695943886731136	26.50341465652952
P77739	NA	NA	NA	NA	24.86630743994642	24.786680298032092	NA	24.90758290831032	25.21208190625012	25.107804017991747	25.129270756594554	25.23699144672548	25.367787425603158	25.308066087195268	25.628010695843283	25.207724095749562	26.000763183616925	25.61998397453773	26.052505162743277	25.937239059631818
P77774	NA	NA	NA	NA	NA	NA	NA	NA	24.94405984370693	24.814638001888742	25.23140610725611	25.035163740559444	25.085083828640233	25.13781233117316	25.660902231042197	25.150772781389087	25.38546712836399	25.40183183073808	25.770511847862036	25.57329073313016
P77804	26.180426499634663	26.451470154681964	26.188351560903257	26.12995118523562	27.001568351279076	26.788671595851184	26.798789989021632	26.90735778620002	27.31644712428426	27.235746290564574	27.260369704891996	27.200398051451618	27.44883091877962	27.542344759588577	27.375166105592214	27.456672745279814	27.82995035816165	27.777404339671065	27.74223173938922	27.539535378921794
P78318	NA	NA	NA	NA	NA	NA	NA	NA	25.70322282587074	NA	25.538282644514346	25.61323945317346	25.52510616694912	25.513047354294258	25.50600194338873	NA	25.56320643287833	NA	25.45304374431904	NA
P78330	26.23445537698397	NA	NA	26.237892102316312	25.037174254187324	26.59449904816219	26.23888224245049	NA	26.17933816533666	26.136106239348436	NA	25.973020491962203	26.099185888715876	25.985311520688068	26.371199792550794	26.265168800869002	NA	NA	NA	NA
P78344	30.092459320143178	30.05578615337057	30.105899458335813	30.146235885099095	30.00549169006171	30.050656405828576	30.154771515443095	30.131967736354824	30.02072274756862	30.080588964718032	30.084388366156375	30.137357482386633	30.031678089391015	30.011070388411603	30.124248587627392	30.091618946326214	30.00911252167375	29.99497940048451	30.12508231377401	30.119938950299783
P78346	25.16017640239418	25.61540001987197	25.75713959257363	25.409827926077714	25.459324935105382	25.505524703167378	25.38231099582681	25.618343890590452	25.72727267592248	25.61467233906192	25.56483570072408	25.384342394555937	25.829853428296516	25.33405685359806	25.441617970784797	25.281652792241484	25.53491799008562	25.553889305480794	25.43675008186547	25.642154750576623
P78347;Q86UP8;Q6EKJ0	29.10633022337519	29.13548672678751	29.104684095614996	29.158753874752673	29.01024331707725	29.051347688947896	28.988535599220498	29.086807207517765	28.973675495264597	28.968303186578563	29.11971937894534	29.114846155026388	29.04912354591734	28.936940544157764	29.007916084632736	29.193566704348765	29.028525800820898	29.037876643823388	29.033326053326622	29.14569364685834
P78371	31.313056206331055	31.22578061299393	31.353055730244158	31.30631522289297	31.273764689418464	31.232835863856195	31.352837171490137	31.34460722415777	31.28425500641508	31.282184136400772	31.257970606801614	31.31107374157535	31.217945046379654	31.271225355563217	31.35071871009265	31.344118421249327	31.225658045503963	31.20202159835054	31.308949238561	31.29379197854753
P78406	26.347200658433888	26.210847681854514	26.534710769113293	26.40578017946329	26.483933363389173	26.46123614391016	26.534121781214935	26.426229220298225	26.32638215324739	26.572918262068566	26.50528996928352	26.412189432578053	26.238001769712337	26.122718066586987	26.370223349169432	26.558990413742663	26.245366616970344	26.25648275641232	26.40563968407962	26.356254099814674
P78417	29.47872631599349	29.515224591686412	29.554936084578458	29.530777105791064	29.51581453664802	29.551729456733405	29.63640742471216	29.522398409874373	29.566390957881126	29.449790788771658	29.52096725909174	29.533833693563064	29.49439942282845	29.430535321001983	29.484264486728637	29.573747052404805	29.5470629561095	29.456818302003683	29.44097228174866	29.514053369611524
P78527	31.822281346576332	31.808704282813203	31.78353955033662	31.7785565754574	31.79030152928631	31.82037294527744	31.761343324710566	31.75800702516844	31.820984787413252	31.790298222282296	31.797019808117774	31.77875749471456	31.78553308109	31.74189687457165	31.741956142874344	31.739186333090068	31.76396388153045	31.751081610638884	31.714938412170213	31.716144614866423
P80217	25.95024355840744	25.85390021426484	25.490465285978985	25.887908578836278	25.89522904924893	25.722877562641802	25.93246821175005	26.201370386406175	25.882799566255844	25.928515246824755	25.78290638217372	26.017494454535942	26.020487677956453	25.998253949577755	25.832240029552096	26.045799880185204	25.739746439350476	25.798922461167376	26.04845452211449	25.906469878313672
P80303	25.53983358888278	25.293281894871782	25.536040872425957	25.7261823839643	25.684194545873787	25.643653152506264	25.764134674591784	25.7047205789599	25.554898055318215	25.37408812002728	25.494409749049833	25.623851061900933	25.485400140023618	25.589918444477476	25.581229795630936	25.49908678675703	25.53875494724328	25.56252009712759	25.64631215482202	25.43180086636779
P80723	29.722532379345076	29.70043530114053	29.58000119213098	29.6718333786555	30.07379466352316	29.707428236982764	29.267361158530093	29.138456090108527	29.52304655306729	29.348551472110756	29.456044727467635	29.853124660105422	29.358741858788175	29.377567563401712	29.36010867901062	29.493197128943347	29.515476563044103	29.741931064405655	29.290424932686545	29.552860353412704
P82650	26.760106732452886	26.941367115942988	26.781706629164486	26.691618377845565	26.907326480688607	26.774600023423957	26.72362620887707	26.68073780794735	26.748646709621855	26.760312495701832	26.82617956071973	26.674419264746827	26.8172488496973	26.594179781528794	26.605067473960773	26.771227677193647	26.673457710222262	26.662025363903687	26.87401843595477	26.823059818782937
P82673	25.41660705844496	25.54489124740305	25.266144713520248	25.41221093517118	25.479881186341853	25.47406427622988	25.289934263887226	25.644674555515774	25.417356386263453	25.25355431699953	25.427217907696765	25.468985971144996	25.555720894720515	25.381908520381334	25.294826954686545	25.324676055623964	25.470024108016727	25.640581820482815	25.214709296156535	25.173678172078265
P82675	24.432632733652074	24.57088034770886	24.17753032634668	24.467866486420935	24.505126704891822	25.023758259862962	24.294267145726923	24.386596099684258	24.826426413141885	24.900145868125016	24.649080721358143	24.283556091838033	24.65680612313858	24.969131426539814	24.332585543427825	24.565219810786612	24.673316966352008	24.772378551339298	24.783118254122055	24.89603395061744
P82909	25.92867127101983	25.740643584836274	25.631796222030463	25.821399950631577	25.742405744397615	25.593233711106176	25.88717914826664	25.877374965012244	25.562915486786444	25.546507632999067	25.633576386463908	25.98116564267961	25.588529254807643	25.53741205020594	25.64584461186502	25.763964589876537	25.661927618554166	25.595823092628873	25.619694206448266	25.663684736681535
P82930	25.931590766114155	26.000035569336383	25.854785996619505	26.013092892003428	25.99450583873359	25.95285014644446	25.9407617177223	26.04059782979969	26.08257734107373	26.005074181213985	25.800008343411136	25.689490991804544	26.026717676159375	26.08154547476058	25.941729133545902	26.00257787506165	26.070930289522916	26.011283934265162	25.83544952024904	25.65484499467961
P82933	24.472558766547984	24.455160477014296	24.601570124383382	24.334486699949732	24.326568615992706	24.204445915902372	24.071795234870585	NA	24.394025987467582	24.18176068840107	NA	NA	24.215701308255092	24.429302454104054	NA	NA	24.29820187950098	24.406650206593277	24.31418343965921	23.994460305031954
P82979	28.482288869611267	28.45337724053374	28.42778467549406	28.3789757521924	28.506257040644858	28.35782493527605	28.34809656245659	28.450481349464926	28.210955785902083	28.32021371701361	28.39124646485897	28.441438612527104	28.357416893245475	28.35269602364476	28.33793429634249	28.430246225229713	28.230855571174576	28.32200739955211	28.19263122193225	28.251881508062816
P83731	29.69098964863069	29.888967869426402	29.83969342811932	29.728779473080813	29.992947010877025	29.73112717921662	29.764635745398458	29.699093828505013	29.975813999546034	29.912950326735057	29.725062880066638	29.694566670112486	29.941138807486062	29.816357769057632	29.74773647805295	29.75625416876194	29.910358296238186	29.872663297987692	29.796376890736937	29.743891706258005
Q969Q0;P83881	25.648450469670475	25.569760068850822	24.89601249251362	25.51930282897826	25.03593896424038	25.63370377408611	25.214391681120507	25.4219489700914	24.89789184811431	24.395077099263894	25.374001816448175	25.603826022266244	25.36802514944316	25.40843782219381	25.46930312287743	25.64187265810058	25.204108827108698	25.05885624066384	25.391811857261686	25.538368845290403
P84022;Q15796;O15198	25.962539057723166	26.410288040589062	25.890292631430484	26.104533268075027	26.463680197901184	26.39637490130054	26.068592140401172	26.1133312885844	26.021057323726318	26.28566865803693	26.266399598338893	25.466648613004164	26.29792443356276	26.42349136500768	26.042350807093026	25.922708433543605	26.26193435269381	26.362082993589116	25.794946864963574	26.237208359220368
P84077;P61204	29.61540465073822	29.73351419123312	29.785429638344993	29.646048902979693	29.647317501640515	29.66829057404761	29.74837776499352	29.722155250100947	29.67134775017388	29.711154396004083	29.674027078488372	29.71197187184937	29.63071993779871	29.559406721886887	29.695230047008927	29.63943446548751	29.684533310824257	29.66606384989649	29.678605321354325	29.653211629825286
P84090	29.399913464716217	29.151464152635825	29.405662201144253	29.383300434128476	29.235186976863577	29.154894794384287	29.244270547963726	29.38122818553936	29.326944985178564	29.44246960164838	29.20692703246344	29.436828978396306	29.24542400541502	29.202978513151443	29.253627179551735	29.063254286367147	29.234079632151342	29.188564142029747	29.35039465422067	29.292392778052836
P84095	28.240694049071482	28.133687323542663	28.173671818989476	28.215119406824925	28.100949330322255	28.095957427066846	28.29528876387953	28.30198907481703	28.181373304984174	28.165475683087553	28.09589008783633	28.282511103394985	28.187433094977404	28.151324853936234	28.24713080910734	28.210539922595505	28.169561052226836	28.136433256722967	28.15389716721793	28.08336045285906
P84098	28.54354191829666	28.509886297837493	28.640682736730636	28.54392595340041	28.53506958322573	28.38354956543742	28.66555444221274	28.522655630441925	28.52115173807811	28.638804584023262	28.631087992381175	28.55756574000668	28.52861939144572	28.504350223337713	28.47156548434083	28.660872049850294	28.544198882247287	28.482838340858983	28.56575989412114	28.520966525798215
P84103	29.268990500206844	29.296222859159787	29.386513126458873	29.26825530127703	29.24218900715039	29.27341828422	29.1474592146869	29.239359401683274	29.363128784378553	29.27819909423898	29.252046332148847	29.232348473629735	29.25509604900254	29.25687940444348	29.297924470304665	29.206711701374548	29.251036109625105	29.180240759579934	29.302981736950088	29.220859192748765
P85037	NA	NA	NA	NA	NA	NA	NA	NA	25.37001193829743	25.46040445455204	25.447381912300276	NA	25.415456831023246	25.427667894276247	NA	NA	NA	NA	NA	NA
P98170	NA	NA	NA	NA	24.04521889033787	24.369903287044384	NA	24.285315113013976	24.66974314941345	24.096462616049898	23.24170586062696	NA	24.068253269159	24.239399274435613	NA	24.04856963900817	24.172949767525125	24.113216204196775	24.782910776586515	24.675238473291127
P98171	25.09754717615516	25.301639875234436	24.985196073578575	25.34531318144656	25.23555470129325	25.154036870055727	25.316812091073633	25.400515102331426	24.985185941324065	25.227742134609425	24.852196594241306	25.554406811991466	25.09056834855631	24.97755699389065	25.00923064280944	25.334688775569084	24.931510818783703	25.260424497308943	25.573300162011876	25.3870719243472
P98175	24.430677448048964	25.036640455104788	25.29481417477605	24.66001312516755	24.95638168686875	25.01483887745218	24.907230920251028	23.75615496737868	25.47698193707322	25.328912773297745	23.0931684976606	24.536688867330895	25.22161423265394	NA	24.587008889142936	NA	25.21219182652887	24.92789497756927	25.241946218872194	24.77092570480391
P98179	29.059128975119712	28.895717102938104	29.354610331651777	29.102158366307158	28.834238161324627	28.744012589581548	29.379042282725898	29.337825999671015	28.932090936182707	28.686793004154524	28.841437311597293	29.25690402977336	28.786835510892466	28.737937054147505	29.23823100514931	29.164818448845676	28.95855316197351	28.75632490508756	29.350722775606613	29.26023821494314
P99999;CON__P62894	27.322632988135542	27.533027276955092	27.554464875108362	27.207121200206636	27.333690727808552	27.481484881458073	27.225010067868936	27.383799347946148	27.344980642251784	27.504295435614164	27.26767816032963	27.27736368698637	27.445536083944024	27.280367328555972	27.305980479334046	27.302067281970725	27.474101988901023	27.24068321871965	27.365952694279397	27.479221770977407
Q00013	26.451559164646216	26.68218226368732	26.469705033353385	26.30945239841757	26.345704912777233	26.5756862475945	26.51339039656795	26.369259731641627	26.279191027655155	26.704521076638425	26.48706918635753	26.48739603382996	26.504185173135525	26.562325841271175	26.613770897231063	26.53251710396189	26.393862384760588	26.642309082037098	26.30754588133402	26.485654581505607
Q00059	27.637790567915385	27.520035788527178	27.77584953863877	27.53741967062012	27.650515972720704	27.566831825370333	27.673630167672158	27.843017644282476	27.495812406902044	27.464634388027385	27.504984604684882	27.648257096376703	27.32397852458714	27.59826873833294	27.43548231947508	27.415252817899834	27.543275015387675	27.54201798599922	27.68682424399958	27.759800141368423
Q00169	NA	NA	NA	NA	24.038984101656222	24.352192365567955	23.553890923398065	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.52926778171784	24.235734002747918	NA	NA
Q00325	29.406087868836977	29.558858566217353	29.56663196161618	29.412655379430824	29.48468810839246	29.52819602557528	29.562879706625317	29.614311825442115	29.563604688877568	29.552312663279103	29.507425713627512	29.566870304181357	29.473305210323197	29.5471703354588	29.53415927789874	29.484772068717582	29.458954272644007	29.52214305883151	29.485898007257926	29.445085403284452
Q00341	29.653528377268145	29.54142729788223	29.560161416109807	29.575230563326926	29.531567805978057	29.56471730344979	29.53829870782711	29.61818571278706	29.62430478512396	29.580039669418547	29.60815247041242	29.55329477812947	29.48935472296794	29.518662906345995	29.50581032751923	29.530162849024965	29.51963170324749	29.47825209470952	29.493664221979355	29.500777151729558
Q00534	24.956669827566873	25.080798666517182	24.929088185282446	25.411282958054567	25.3429105385538	25.255038967130897	25.12757903846537	25.482379974843514	25.40874499544876	25.266915027769517	25.320691903462354	25.37380326007153	24.994019467274775	25.35291996035717	25.352090072027618	25.439603022038586	25.12571440049998	25.32694726578532	25.280483921096998	25.37659747487904
Q00535	25.01529342392341	25.149595543239833	25.127569855342035	25.054712077834814	25.303757659684152	25.14347127420142	25.090198919570494	25.038009003391135	25.30799348675865	25.002500007918165	25.33677262604064	24.84943652397175	25.14924470326111	25.228362720461924	25.073693839768346	25.038097000333064	25.112279656682013	25.35407739202175	24.918564545863624	24.82892203736878
Q00577	24.56196983243804	24.650714704067244	24.47956369936739	24.693069896714967	24.880416362956087	24.65563724375079	24.665449093712134	24.55206385301346	24.5943756646155	24.58116505728799	24.78436657446959	24.502352397441065	24.87547681291015	24.797452388357556	24.697013638246595	24.415301963546856	24.576754100519995	24.53609968842529	24.206997630152703	24.494625261515015
Q00610;P53675	32.33159414261284	32.3381428183196	32.29422057804129	32.34901609908302	32.33688131725342	32.32245132079784	32.320011399855574	32.33532840487411	32.37094659051559	32.32442273514723	32.310243855088345	32.29606798454431	32.34734917437705	32.30697846765003	32.306877097937274	32.28051113860428	32.288314028274435	32.314398729513876	32.31364157351189	32.36337705386348
Q00653	26.042135505871528	26.032702378931408	26.058827801731216	26.25442404028019	26.17973143739818	26.156513927460335	26.214229648320472	26.088386860613145	26.287249560636706	25.874355154294975	26.104874778056697	26.258301094974843	26.285195399711355	25.96444924785519	26.137043377316967	26.079373603247006	26.198740526206617	26.10114686066543	26.28446488539045	26.171145183316728
Q00688	27.730424016310202	27.374053797489562	27.627302481403337	27.77484114062816	27.47431359340267	27.427285509180354	27.64332756192581	27.489089670455556	27.538357318052245	27.51110275419344	27.67021923717284	27.533908118750258	27.383561755613844	27.33971739130728	27.41929573611496	27.626473930734676	27.59649862026075	27.26396287948154	27.555586311375315	27.514853484564586
Q00765	26.122725472625543	26.155581527828296	25.964935895155204	26.2971137582824	26.27678544759878	26.359719631377427	26.192442368614493	26.2722799076474	26.12809541368596	25.883011163350883	26.158881428796178	26.376611272865503	26.243861190824006	26.071155071186908	26.156977372593833	26.347554206599252	26.01460573194114	26.251134832262878	25.847776171721534	26.20117383039511
Q00796	NA	NA	NA	NA	24.393428674200695	24.536401483832872	24.35209485662629	NA	24.281427131766748	24.47158445113281	NA	NA	NA	NA	NA	NA	24.46176841287285	24.34562077319572	NA	NA
Q00839	31.13980399509007	31.155296821157656	31.190156971706443	31.18458924471235	31.173004267451063	31.222642898138368	31.242406792974457	31.191420090597887	31.197227645664213	31.11655698997604	31.20226117421533	31.14224756431919	31.143460981809234	31.174096383157703	31.19993016856428	31.191906161450625	31.13031538519573	31.08399042445498	31.224575361420712	31.14050602037647
Q01082;O15020;P11277	31.19078670631953	31.187549730170645	31.187401858255235	31.17562273734827	31.200255275362984	31.18848582821036	31.19027243607328	31.200980118266358	31.20127546606168	31.112645983145498	31.17396863320034	31.194030497591854	31.129569339940574	31.13004876024047	31.170857545749627	31.183935284784837	31.12717176829861	31.15830209774296	31.18353604291709	31.15653857529768
Q01085	27.44133817985455	27.642772682938435	27.576567346931807	27.605058928565406	27.66143817215178	27.623850555033044	27.654649665873865	27.426763359790023	27.583428084112153	27.63254048862926	27.63290578138169	27.250079558573944	27.699194052202717	27.764629282799874	27.65423703474997	27.567255911344887	27.647541824002495	27.558958148436904	27.383163695187278	27.5140728898908
Q01105;P0DME0	29.339034756241187	29.16867778988281	29.18634339615299	29.34025142993968	29.22164615706278	29.244491821001226	29.245592464040048	29.242909842063007	29.11428852378296	29.02848026363905	29.238150643181363	29.333106627719747	29.15375262031174	29.288450180801565	29.31517321426751	29.280196350788056	29.131827013166138	29.093728148253	29.1937290427362	29.32809385534573
Q01130;Q9BRL6	28.680132754752858	28.537582612345837	28.57071098709196	28.732715887639984	28.472906920479765	28.455065440875554	28.48515995472361	28.578157675567883	28.482414746144578	28.60215208057229	28.490443389354407	28.558882969078685	28.422790466373236	28.463653958894824	28.607569733139123	28.475374646161722	28.37771392682467	28.35041894169854	28.555776067263594	28.487874657542115
Q01415	NA	25.071845026189582	NA	24.997616592105587	NA	25.04530440895382	NA	25.055668370387753	NA	NA	24.965148989802447	25.035878643455305	NA	NA	NA	NA	NA	NA	NA	NA
Q01433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.189656886187322	NA	23.661655442523436	NA
