LFQ intensity 11_pTa	LFQ intensity 12_pT2+	LFQ intensity 15_pT2+	LFQ intensity 16_pTa	LFQ intensity 17_pT2+	LFQ intensity 19_pTa	LFQ intensity 3_pTa	LFQ intensity 9_pT2+	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Welch's T-test Significant pTa_pT2+	C: Welch's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	N: Welch's T-test p-value pTa_pT2+	N: Welch's T-test q-value pTa_pT2+	N: Welch's T-test Difference pTa_pT2+	N: Welch's T-test Test statistic pTa_pT2+
21.8612	20.8488	21.5539	21.4946	19.3484	19.8839	20.1513	19.7233						4	4	4	43	43	43	10.112	0	16.366	18664000	33	0.521704	0.879646	0.479159	0.680332
19.9688	22.8495	21.4832	21.3816	22.8313	20.8751	21.1382	20.8905						13	13	13	17.9	17.9	17.9	106.81	0	33.655	29458000	23	0.0991616	0.744235	-1.17271	-2.01802
21.9694	22.4013	22.6809	22.6108	23.9654	20.5966	22.4819	22.6001						13	13	13	31.7	31.7	31.7	58.777	0	46.81	61805000	103	0.140728	0.75966	-0.997262	-1.7128
21.8572	22.1835	22.4175	22.1112	22.2505	21.5637	22.028	22.2592						5	5	5	34.1	34.1	34.1	22.949	0	15.845	38459000	40	0.0415652	0.68744	-0.387621	-2.96581
22.159	22.8777	22.0799	22.157	22.4706	21.8736	19.1986	21.9338						7	7	7	33.8	33.8	33.8	22.836	0	22.836	39298000	30	0.264721	0.806975	-0.99346	-1.3249
24.5456	23.5939	22.6369	24.5829	24.406	20.5985	23.1151	21.9498						18	18	18	34.8	34.8	34.8	70.389	0	107.66	122690000	102	0.955186	0.991123	0.0638828	0.0591948
22.88	19.9022	22.841	23.7588	23.7527	20.1828	22.8087	23.8008						6	6	6	25.6	25.6	25.6	24.976	0	26.64	80182000	78	0.894193	0.98414	-0.166616	-0.138912
21.5797	19.3061	21.6077	21.5718	21.5158	20.0839	21.7376	21.5562						5	5	5	8.8	8.8	8.8	100.18	0	8.5423	22476000	10	0.732326	0.943949	0.246802	0.360518
21.1046	21.0204	21.3979	21.813	22.4594	22.1019	21.9641	22.2439						4	4	4	39.7	39.7	39.7	13.802	0	17.324	31200000	29	0.935721	0.986618	-0.0344782	-0.0846665
20.5337	20.7678	20.6153	21.1446	20.3037	21.1492	20.2569	20.1495						4	4	4	9.5	9.5	9.5	50.817	0	12.281	9148400	8	0.291507	0.808538	0.312007	1.17722
19.7673	21.8812	21.8767	22.754	21.823	19.3471	21.7699	20.4217						7	7	7	17.6	17.6	17.6	64.969	0	15.287	30812000	24	0.540502	0.886949	-0.591084	-0.666352
19.5252	20.7923	21.1284	20.8919	21.3118	19.7599	19.993	21.1363						6	6	6	10.7	10.7	10.7	76.715	0	10.609	11628000	24	0.0325188	0.6637	-1.04973	-3.30205
21.8365	20.0472	21.1677	21.6686	21.9872	21.0581	21.6081	21.2603						7	7	7	26.5	26.5	26.5	39.591	0	30.275	23409000	31	0.380841	0.866641	0.42719	0.983041
26.1988	26.357	26.5292	26.3674	26.6672	25.8021	26.0348	25.8718						29	29	20	76.2	76.2	54.6	50.663	0	268.92	691120000	580	0.277182	0.801589	-0.25554	-1.20957
24.8402	24.6839	26.3639	24.7684	23.3367	23.7731	24.0284	24.4085						19	19	19	50.7	50.7	50.7	46.44	0	200.18	245080000	218	0.638045	0.911524	-0.345718	-0.507733
23.5484	23.1137	23.6337	24.1954	23.4216	24.143	24.8811	24.4319						8	8	8	24.9	24.9	24.9	41.331	0	105.55	133670000	132	0.216161	0.80676	0.541747	1.38238
23.5706	22.9564	22.1167	22.1336	21.3951	23.1328	23.2808	19.8306						12	12	12	35	35	35	39.829	0	40.245	48044000	43	0.113712	0.761248	1.45473	1.98485
23.9544	23.5391	22.9512	23.8431	23.2254	24.2728	23.4763	22.776						18	18	16	25.3	25.3	22	98.063	0	54.833	98324000	127	0.0171947	0.576522	0.763725	3.26275
19.7841	19.8723	19.4266	19.92	21.5326	19.4747	20.6644	19.5062						3	3	3	10.3	10.3	10.3	52.891	0	9.7887	7710900	4	0.833016	0.977789	-0.123633	-0.223458
21.6464	19.3609	21.5464	20.9792	22.6537	19.4351	20.0294	19.3127						3	3	3	16.3	16.3	16.3	34.193	0	23.265	18920000	17	0.84712	0.977714	-0.19593	-0.203289
24.2562	22.9605	24.0195	23.985	23.8819	22.5971	23.5901	22.645						6	6	6	27.9	27.9	27.9	23.432	0	72.032	113400000	139	0.659268	0.92311	0.230372	0.463726
25.1643	24.8369	24.6664	25.4132	25.048	24.7021	25.2647	25.1995						24	24	24	50.9	50.9	50.9	59.62	0	219.96	302360000	325	0.346291	0.839534	0.198366	1.02784
24.6678	24.3924	24.1374	24.9744	24.4969	24.6012	24.9494	25.0331						19	19	19	41.4	41.4	41.4	57.924	0	146.21	230810000	238	0.244565	0.799681	0.283237	1.34013
24.7885	23.9494	23.9789	23.7253	23.8223	24.5247	24.9952	22.4077						18	18	18	37.2	37.2	37.2	54.389	0	131.78	153590000	148	0.0891038	0.720393	0.968834	2.06125
20.0348	20.5733	20.2671	20.6449	19.7902	19.8722	19.8196	20.6215						3	3	2	4.8	4.8	3.5	69.72	0	8.0353	8014700	17	0.444815	0.880949	-0.220134	-0.817635
24.036	24.1719	24.4298	24.2448	23.6531	23.702	23.978	23.6228						7	7	4	38.9	38.9	24.1	23.482	0	81.846	140370000	143	0.930944	0.988087	0.020823	0.0913658
24.1962	25.0239	24.6904	24.7262	25.1783	23.8969	24.1684	24.6298						12	12	12	64.3	64.3	64.3	23.489	0	179.53	222530000	221	0.0292629	0.640216	-0.633682	-2.90947
21.035	19.9729	21.1781	21.6907	22.1827	19.3689	21.2041	18.7315						4	4	4	7.5	7.5	7.5	85.664	0	6.4912	22113000	7	0.745538	0.947372	0.308372	0.342056
22.2703	22.2219	22.8785	22.6293	22.53	19.2253	21.7269	22.2551						4	4	4	30.6	30.6	30.6	18.998	0	29.148	43501000	30	0.282437	0.804297	-1.00842	-1.28704
24.7274	25.7366	24.2122	24.919	23.982	24.7222	24.9546	25.046						9	9	9	26	26	26	27.991	0	60.829	246240000	116	0.844444	0.981251	0.0866222	0.21295
22.9978	23.1348	22.213	24.2793	23.3095	22.0222	24.1605	23.0569						18	18	18	35.7	35.7	35.7	79.685	0	91.888	95559000	82	0.496028	0.887717	0.436375	0.744464
23.7089	24.3227	22.8261	23.834	24.2869	23.0518	23.3476	23.0494						12	12	11	60	60	56.7	26.788	0	58.78	116060000	90	0.770201	0.954024	-0.135714	-0.31183
24.5396	27.3501	27.4518	23.8219	23.8944	23.9068	25.9504	26.1943						12	12	12	40.8	40.8	40.8	38.429	0	213.94	569870000	296	0.144869	0.748861	-1.66794	-1.73359
21.9799	24.8113	24.3437	20.9823	21.2379	20.6201	25.6804	23.6085						14	14	14	45	45	45	43.809	0	91.782	126500000	132	0.435086	0.880656	-1.18467	-0.843905
21.3703	25.6003	21.736	20.1262	19.3862	20.1374	23.3296	20.9587						9	9	9	38.4	38.4	38.4	33.17	0	71.057	67735000	65	0.674644	0.928688	-0.679415	-0.446679
25.1645	22.9444	24.9572	25.4365	25.738	24.1249	24.9087	24.9858						15	15	15	37.6	37.6	37.6	39.594	0	180.66	294100000	235	0.721293	0.946933	0.252304	0.381143
25.0949	26.71	26.1424	24.5063	25.2749	25.1096	24.0731	24.6891						18	18	18	46	46	46	53.139	0	224.32	364720000	262	0.11079	0.772213	-1.00814	-1.96064
25.8852	25.5415	25.8325	25.8716	25.8119	25.2854	25.2391	25.7724						31	31	31	47	47	47	77.515	0	171.9	462880000	362	0.42626	0.886752	-0.169235	-0.888924
24.7118	23.7061	24.3401	24.5492	24.1924	24.4463	24.2769	23.7439						5	5	5	26	26	26	23.207	0	36.818	172970000	104	0.0435531	0.677185	0.500419	2.72551
24.0115	24.949	24.2052	24.0777	23.244	23.0055	24.2101	23.3709						6	6	6	51.2	51.2	51.2	22.988	0	66.113	140050000	78	0.819418	0.969552	-0.116136	-0.239774
24.6315	24.3098	24.334	24.667	24.8154	23.0158	24.2257	24.0034						11	9	9	36.9	30.4	30.4	45.671	0	95.729	183900000	121	0.612393	0.903503	-0.230654	-0.547713
22.315	21.232	21.442	21.4421	21.3408	21.1507	22.7222	20.0543						5	5	5	26.8	26.8	26.8	21.348	0	24.407	26752000	20	0.119747	0.769818	0.890197	1.81785
23.054	20.4301	19.3395	21.1616	19.1745	19.6079	26.3189	20.0061						16	11	4	62.2	54.8	17.3	36.735	0	93.45	104260000	89	0.146869	0.754199	2.79808	1.89842
23.9962	23.6465	23.8435	24.2651	24.2052	24.4706	24.3418	24.155						11	11	9	53.5	53.5	47.9	32.922	0	65.723	149460000	151	0.118447	0.769914	0.305871	1.84337
23.4447	20.5787	23.0005	22.7785	24.0009	22.5621	23.3703	22.3791						4	4	4	36.1	36.1	36.1	22.492	0	64.38	73048000	61	0.510361	0.887889	0.549086	0.73057
22.2632	21.4995	22.2767	22.7765	22.3215	20.1938	22.3119	22.2937						7	7	7	22.8	22.8	22.8	34.012	0	40.578	43413000	49	0.747373	0.946274	-0.211514	-0.346991
23.5775	24.4955	24.2643	23.5476	24.3515	23.6831	22.8638	22.8505						26	26	26	29.3	29.3	29.3	120.84	0	92.907	124100000	130	0.244944	0.799353	-0.572458	-1.34324
23.3705	24.1866	23.448	24.0827	23.5032	22.784	23.3199	22.5833						22	22	22	32.5	32.5	32.5	107.14	0	69.073	100570000	90	0.926071	0.988039	-0.0410032	-0.0969265
23.4702	24.3986	23.6305	24.1221	24.3126	21.7514	23.2332	23.0892						23	23	23	22.4	22.4	22.4	138.34	0	73.839	119100000	89	0.279441	0.802178	-0.713482	-1.21292
20.7613	23.5795	21.0081	20.8212	24.3408	19.6424	20.3163	22.9692						11	11	11	31.5	31.5	31.5	51.853	0	30.713	56625000	43	0.0290668	0.652889	-2.58908	-3.39298
21.4808	22.0173	20.5267	21.5567	21.1578	19.8311	22.8955	21.1596						7	7	7	20.9	20.9	20.9	39.75	0	13.566	28164000	14	0.761402	0.949636	0.225674	0.32332
20.3885	19.6171	20.2679	21.1252	20.6199	18.6181	20.3382	19.8594						5	5	5	5.9	5.9	5.9	118.32	0	15.951	10451000	15	0.965528	0.995488	0.0264602	0.0459737
22.5891	21.3427	22.2415	21.7369	21.8222	19.9515	21.1659	22.2092						5	5	5	37.8	37.8	37.8	14.395	0	18.558	32535000	39	0.412701	0.888332	-0.543035	-0.917561
23.3491	23.6325	23.4716	23.6655	23.9505	19.2592	23.0669	23.2188						22	22	22	37.9	37.9	37.9	75.378	0	64.915	95588000	92	0.319356	0.829905	-1.23314	-1.1813
20.5207	21.937	21.8821	21.0338	22.4669	21.2375	21.1333	21.8217						12	12	12	23.3	23.3	23.3	59.143	0	25.887	28147000	16	0.00302478	0.207	-1.04565	-4.80465
20.8734	21.3059	22.3235	21.3998	21.5533	20.3549	20.7565	20.8225						6	6	6	14.2	14.2	14.2	56.068	0	16.303	21392000	30	0.141929	0.757347	-0.65512	-1.72329
23.0191	22.3723	21.6931	21.8834	22.6094	21.648	21.9253	23.6369						5	5	5	24.7	24.7	24.7	31.512	0	18.92	52178000	40	0.401765	0.875172	-0.458953	-0.906979
22.8666	23.599	22.8376	23.1957	23.7369	22.459	23.8113	23.0352						9	9	9	28.6	28.6	28.6	43.171	0	20.432	89691000	64	0.565344	0.893278	-0.219028	-0.610725
24.5165	24.4367	23.7995	24.112	23.5758	23.4801	24.6363	23.8388						12	12	12	64	64	64	26.477	0	71.663	153640000	137	0.427762	0.886705	0.273561	0.857205
22.1975	22.3827	19.1101	25.7157	20.8716	23.9579	26.8168	24.9727						15	15	14	41.1	41.1	39	56.635	0	119.95	246180000	144	0.128994	0.756022	2.83766	1.77063
21.1949	22.8664	21.7105	22.5489	22.965	22.1314	22.1984	21.1835						9	9	9	42.7	42.7	42.7	33.232	0	32.478	42403000	49	0.768254	0.954786	-0.162954	-0.310482
21.7493	21.9239	22.0988	22.1136	22.7436	19.4407	22.0829	22.0151						9	9	9	23.2	23.2	23.2	49.222	0	24.574	37264000	37	0.281181	0.807981	-0.848733	-1.2722
19.2948	21.9751	21.3832	22.4811	21.7111	20.457	20.37	18.5666						6	6	6	19.6	19.6	19.6	40.736	0	20.259	25290000	14	0.811078	0.96255	-0.258283	-0.250116
27.7416	27.6133	27.6383	27.5741	28.3239	26.8881	26.9517	27.3972						26	26	26	35.5	35.5	35.5	110.42	0	108.06	1706800000	343	0.174934	0.780382	-0.454316	-1.53921
26.1089	25.9697	26.082	26.041	26.4824	25.5346	25.5749	25.324						35	35	35	55.3	55.3	55.3	89.321	0	290.41	557500000	454	0.620176	0.905208	-0.149678	-0.527517
24.9775	24.0664	24.1155	24.5377	24.5654	24.2757	24.5596	22.9767						18	18	18	43.7	43.7	43.7	51.294	0	81.026	181930000	138	0.146972	0.751396	0.656636	1.78819
19.614	21.1817	21.2477	19.6468	21.3938	20.3385	22.9119	22.2706						6	6	6	41.8	41.8	41.8	20.7	0	16.854	22488000	19	0.341678	0.834485	-0.895641	-1.09292
21.5013	20.024	21.6325	22.503	21.6789	20.7723	21.791	22.343						5	4	4	17.4	14.8	14.8	45.374	0	12.816	28928000	34	0.728835	0.945277	0.22229	0.364926
20.0128	20.3147	19.9019	21.0414	20.081	20.745	21.6889	20.2628						5	5	5	14.9	14.9	14.9	40.545	0	13.729	11264000	9	0.123366	0.762581	0.731953	2.03251
24.186	22.8047	21.8484	21.0423	19.3221	20.2027	18.8728	20.6078						19	19	19	14.2	14.2	14.2	195.98	0	52.937	36916000	43	0.960945	0.994511	-0.0697699	-0.0513527
20.4134	19.6609	20.9746	20.8367	22.196	19.717	22.7621	22.8527						5	5	5	37.1	37.1	37.1	24.327	0	64.439	29466000	38	0.628837	0.907996	-0.488737	-0.509286
22.068	22.531	21.6557	22.8065	22.5026	20.4736	21.3513	19.4707						5	5	5	23.9	23.9	23.9	35.54	0	22.853	36590000	31	0.883187	0.981375	0.13483	0.154096
23.7932	21.1069	22.5531	23.0199	23.6988	22.9347	23.0547	23.6347						6	6	6	68	68	68	14.173	0	77.286	83155000	64	0.521679	0.881771	0.45225	0.707943
23.7826	25.1186	24.5623	24.6508	24.1984	24.7037	24.6536	23.9208						29	29	29	37.8	37.8	37.8	103.28	0	163.53	188070000	186	0.994723	1	-0.00235224	-0.00689994
22.5728	22.2716	22.687	22.9394	21.8786	20.7957	21.8557	20.2741						12	4	4	31.6	13.4	13.4	49.263	0	23.185	38650000	26	0.72317	0.94833	0.263073	0.371518
21.5475	20.8467	22.4917	22.0212	22.5525	21.0045	21.3207	21.3973						10	10	10	14.9	14.9	14.9	92.48	0	34.859	32495000	40	0.496357	0.88694	-0.348582	-0.740041
19.7316	22.7429	22.3017	22.1589	21.3963	22.5589	22.9769	21.5671						4	4	4	27.7	27.7	27.7	21.994	0	21.069	38537000	36	0.863291	0.980618	-0.145397	-0.183303
23.075	23.2141	22.6125	23.6273	23.3441	21.2708	22.1168	22.355						2	2	2	25.5	25.5	25.5	10.918	0	35.68	68321000	35	0.563139	0.890299	-0.358943	-0.627108
21.873	21.8007	22.2743	22.5705	22.6836	20.4177	22.0164	22.1876						10	10	10	15.7	15.7	15.7	101.11	0	35.579	39626000	32	0.355175	0.835623	-0.517169	-1.04764
23.2911	23.2384	23.0478	23.1904	24.1443	19.8267	22.5827	23.0962						7	7	7	51	51	51	26.599	0	44.659	84211000	61	0.253513	0.797089	-1.15896	-1.35776
24.6096	21.3926	22.3131	23.186	23.5927	23.091	24.8049	22.4234						30	24	24	32.7	25.2	25.2	555.61	0	136.54	108800000	95	0.0587095	0.712919	1.49242	2.32918
21.9511	21.7214	21.6088	21.8141	19.9091	22.4668	22.2552	21.661						3	3	3	43.2	43.2	43.2	12.895	0	49.959	30589000	32	0.131468	0.766717	0.896742	1.9354
23.6598	23.9509	23.8455	23.8463	23.1052	22.8828	23.6018	23.5327						5	5	5	34.5	34.5	34.5	19.667	0	29.198	108060000	141	0.710072	0.939033	-0.110867	-0.39012
28.1262	26.8244	27.7924	28.6159	28.2542	28.2258	28.8081	27.8889						17	17	17	71.7	71.7	71.7	30.791	0	323.31	2469500000	863	0.0859504	0.758364	0.75401	2.18552
21.87	22.361	21.8015	22.1783	21.9369	20.3045	21.269	21.7563						9	9	9	23.6	23.6	23.6	52.22	0	17.014	31455000	19	0.274495	0.79861	-0.558489	-1.28362
19.6808	21.4297	21.7203	21.8939	22.6002	23.3359	19.8808	23.2945						3	3	3	37.5	37.5	37.5	9.9743	0	13.37	38064000	34	0.32929	0.829888	-1.06329	-1.09776
26.205	26.7925	26.684	26.0178	25.7051	25.9262	27.7017	26.1617						7	7	7	47.7	47.7	47.7	16.93	0	202.41	818260000	403	0.805045	0.959534	0.126827	0.260463
30.3871	30.585	30.7611	30.8361	30.4387	30.1806	30.5113	30.188						24	24	11	73.1	73.1	43.5	41.792	0	323.31	13414000000	4391	0.939788	0.986566	-0.0144305	-0.0788048
25.2664	25.7303	25.6926	25.8635	25.8492	25.3027	25.2675	24.9852						22	22	12	52	52	26.4	46.153	0	218.68	413170000	385	0.591157	0.897559	-0.139323	-0.569699
24.8074	24.6306	24.0808	24.5718	24.3163	24.1448	23.4424	24.1864						4	4	4	28.6	28.6	28.6	13.373	0	28.279	172180000	146	0.857173	0.980761	-0.0619502	-0.192122
23.4977	23.0006	23.2727	23.3522	22.9785	22.9911	23.3435	23.0993						7	7	7	33.7	33.7	33.7	27.399	0	40.107	80983000	80	0.161053	0.775127	0.208333	1.64303
22.2671	23.6041	23.2558	22.5049	23.1814	20.7366	23.2919	20.269						4	4	4	45.4	45.4	45.4	11.203	0	8.2774	66316000	63	0.704106	0.937022	-0.377436	-0.400845
23.8297	24.3323	24.0672	24.4648	24.4478	23.2781	24.1094	24.3768						6	5	5	38.2	32.5	32.5	21.258	0	55.389	161370000	148	0.224334	0.810892	-0.385539	-1.4609
23.9491	23.5302	22.6508	22.9014	23.3061	22.6092	23.0889	23.2674						9	8	8	54.5	50.3	50.3	18.506	0	34.548	85555000	97	0.886788	0.982335	-0.0514746	-0.14954
20.0993	21.3806	20.4269	21.3226	19.4733	20.5227	19.1506	20.914						6	3	2	27.5	15.9	12.6	23.668	0	17.594	12119000	15	0.667726	0.92587	-0.274899	-0.451391
21.1985	22.221	21.7425	21.5717	21.4056	18.96	21.0731	19.8305						3	3	3	17.8	17.8	17.8	20.313	0	11.049	24163000	18	0.474616	0.886504	-0.599086	-0.763428
22.9679	23.4091	23.3418	23.518	23.4359	23.0791	23.0873	23.3608						10	10	4	54.2	54.2	24.1	23.545	0	112.04	87545000	139	0.161598	0.774452	-0.223838	-1.81525
21.3608	21.0345	21.096	21.7606	21.78	20.3516	21.1336	21.112						6	3	3	33.5	18.6	18.6	23.707	0	14.968	21873000	18	0.775257	0.954429	-0.103993	-0.3018
23.313	24.9611	24.1813	24.6501	25.5846	25.331	23.7357	25.7206						10	10	7	44.5	44.5	32.5	22.541	0	71.289	282110000	143	0.190178	0.786975	-0.854455	-1.48862
19.2584	22.491	20.8043	19.6885	22.2398	21.2369	21.5293	19.7618						3	3	3	24.5	24.5	24.5	16.687	0	10.93	29903000	18	0.333703	0.838648	-0.895932	-1.05261
21.1216	20.5567	20.4392	20.0077	21.3593	19.9978	20.9097	20.8954						3	3	3	16.5	16.5	16.5	22.406	0	8.577	14973000	21	0.435792	0.879864	-0.303447	-0.841863
23.9863	24.4371	23.8453	24.204	24.473	24.4138	25.544	24.3131						9	9	9	57.9	57.9	57.9	17.138	0	69.55	190470000	150	0.512203	0.882537	0.269917	0.718226
23.5615	23.5198	22.9383	23.3525	24.0897	23.2787	23.0156	23.8224						10	10	10	55.8	55.8	55.8	23.897	0	135.5	101350000	95	0.342621	0.83433	-0.290477	-1.06912
25.5034	25.3347	25.1596	25.5193	25.2691	24.0012	24.9152	24.1499						17	17	17	59.1	59.1	59.1	47.371	0	109.8	307850000	204	0.989066	0.999177	0.00648022	0.0143191
24.6917	24.5274	24.4678	24.5231	23.9767	22.9549	24.2454	23.6933						14	14	14	43.7	43.7	43.7	44.76	0	103.37	167220000	168	0.893601	0.98424	-0.0625467	-0.141564
22.1625	22.4119	22.1334	22.7478	22.469	20.3129	21.9746	21.9825						7	7	7	27.1	27.1	27.1	42.613	0	20.282	40775000	24	0.457004	0.884733	-0.449755	-0.841136
25.1717	25.7504	25.4253	25.7307	25.6059	25.2487	25.271	25.3342						10	10	5	58.6	58.6	29.8	20.697	0	128.66	383550000	341	0.316012	0.827322	-0.173417	-1.10281
21.743	21.4858	21.8867	21.0804	21.3148	20.0268	21.2074	19.8179						6	6	6	12.7	12.7	12.7	67.314	0	16.05	21506000	10	0.853111	0.979962	-0.111879	-0.193713
23.8116	23.1838	23.6617	24.1683	23.2946	23.1526	24.2907	22.7203						8	8	2	48.4	48.4	15.2	20.825	0	45.487	110920000	95	0.0962036	0.727791	0.640699	1.99734
19.686	20.9718	20.5195	19.7952	20.3829	19.6778	19.7768	19.168						2	2	2	12	12	12	20.504	0	17.929	8199400	8	0.265291	0.803701	-0.526579	-1.36245
25.3312	25.23	25.1282	25.4035	25.3965	24.8346	24.6991	25.0981						13	13	13	50.4	50.4	50.4	29.945	0	51.212	327020000	252	0.48333	0.89088	-0.146077	-0.774567
22.9373	23.2818	22.7832	23.0083	22.9506	22.595	19.5709	22.8904						6	6	6	37.9	37.9	37.9	17.258	0	18.988	58467000	88	0.334	0.837651	-0.948652	-1.14167
20.7268	19.9368	21.9384	21.3319	21.7363	19.8868	20.642	21.701						6	6	6	28.3	28.3	28.3	29.506	0	29.061	20375000	35	0.271817	0.799663	-0.681228	-1.23227
24.338	24.2127	24.2931	25.0379	24.9339	23.525	23.0764	24.0926						11	11	11	50	50	50	24.146	0	73.69	185860000	189	0.457221	0.884153	-0.38873	-0.820288
22.0913	22.1662	21.9219	19.6925	22.8959	21.0487	19.3707	21.8057						3	3	3	31.5	31.5	31.5	17.163	0	14.989	30782000	26	0.0731165	0.781636	-1.64663	-2.43919
23.8993	24.071	23.8045	23.5976	24.0902	23.1756	23.0384	23.1143						6	6	6	43.4	43.4	43.4	15.798	0	25.284	113100000	107	0.300413	0.815512	-0.342279	-1.13532
24.0059	24.5484	24.0124	24.412	24.4145	23.7961	24.66	23.0166						10	10	1	56.5	56.5	6.2	21.768	0	70.637	159910000	207	0.604263	0.901162	0.220514	0.554786
25.1915	24.7098	24.7939	25.2165	25.0901	25.5812	26.606	25.421						8	8	8	62.7	62.7	62.7	10.932	0	68.202	370700000	236	0.14908	0.75871	0.645128	1.75114
22.1164	20.3702	22.5523	22.8315	22.4232	18.9422	19.2171	22.3366						4	4	4	8.2	8.2	8.2	52.264	0	16.752	39005000	24	0.358454	0.838875	-1.14378	-1.02157
19.7709	24.7189	20.5834	19.9718	20.1029	19.553	20.8873	20.0085						4	4	4	35.8	35.8	35.8	16.537	0	28.551	31268000	26	0.335025	0.832967	-1.3077	-1.12121
19.6154	19.198	18.5539	21.3302	20.3404	20.3887	20.7263	19.3986						3	3	3	15.7	15.7	15.7	22.658	0	8.3681	11748000	10	0.0680733	0.755904	1.14244	2.22183
22.4489	22.6244	22.2192	22.2736	22.2432	20.2328	21.9767	19.2293						2	2	2	19.5	19.5	19.5	12.497	0	20.382	37421000	30	0.875987	0.98846	0.153996	0.16401
22.8382	21.9934	22.2645	22.8758	22.617	22.3554	22.8131	23.1682						4	4	4	35.4	35.4	35.4	14.478	0	17.933	56621000	50	0.494642	0.887514	0.209837	0.745142
27.3319	26.9896	27.0123	27.2703	27.4111	26.7077	26.8429	26.9533						19	19	19	44.5	44.5	44.5	50.976	0	323.31	1238100000	728	0.78748	0.95355	-0.0533743	-0.283471
24.4043	24.2981	24.2528	24.5532	24.5039	23.9355	24.1871	24.1162						9	5	5	42.9	29.1	29.1	28.302	0	95.248	174480000	119	0.890416	0.982932	-0.0227261	-0.145096
24.3469	23.9826	23.7512	24.2523	24.6649	23.1838	23.3182	23.6096						8	8	8	55.2	55.2	55.2	22.127	0	30.293	147840000	101	0.577748	0.8988	-0.226789	-0.590559
24.5458	23.6859	24.2758	24.9303	25.1928	21.2812	23.5724	23.239						16	16	4	58.8	58.8	14.5	37.512	0	92.269	182500000	173	0.602121	0.902797	-0.515944	-0.560212
22.5909	20.671	21.6182	22.1523	18.636	21.742	22.248	21.6291						13	3	3	45.9	12.2	12.2	37.186	0	13.836	31557000	25	0.113232	0.769316	1.54473	2.12887
24.4912	25.2461	25.0788	24.7119	25.2392	24.604	25.6065	25.6178						7	5	5	35.6	30.9	30.9	16.837	0	60.354	308070000	140	0.186162	0.788937	-0.442062	-1.58194
21.6391	22.0565	21.762	22.2409	22.06	21.8317	21.3986	21.183						9	9	9	28.6	28.6	28.6	49.184	0	55.866	29977000	32	0.965646	0.994073	0.0122457	0.0449374
20.7046	21.6553	21.7038	22.4219	21.6877	21.8701	21.7455	21.1813						6	6	6	17.2	17.2	17.2	45.626	0	24.963	30277000	43	0.753317	0.946312	0.128517	0.33832
24.8781	24.6733	24.6701	24.9979	25.3841	23.9498	23.6313	24.2656						10	10	10	52.9	52.9	52.9	24.205	0	156.26	227950000	226	0.390257	0.876292	-0.383967	-0.935054
23.5616	23.3406	23.0823	23.6379	23.7029	23.2306	22.6369	23.332						5	5	5	36.2	36.2	36.2	14.839	0	39.983	92822000	104	0.724642	0.946788	-0.0976696	-0.373971
24.1919	24.3309	24.2395	24.3009	24.131	23.9866	23.4416	24.3008						10	10	10	60.3	60.3	60.3	16.445	0	47.533	155110000	192	0.253501	0.799181	-0.270314	-1.37892
27.7434	27.393	27.4753	28.1681	27.9207	27.4839	27.7717	27.9174						20	20	17	63.1	63.1	60	29.174	0	205.92	1954900000	507	0.584686	0.89463	0.115182	0.577373
23.6952	23.8041	23.9054	23.9218	24.4862	23.9579	22.7167	23.7342						7	7	7	39.1	39.1	39.1	16.273	0	96.728	127030000	90	0.28129	0.806561	-0.409541	-1.21159
22.5361	21.7502	22.3052	22.6614	22.9101	20.3178	19.6474	21.8639						4	4	4	21.7	21.7	21.7	15.807	0	15.658	41153000	58	0.326752	0.828201	-0.916634	-1.12921
24.7415	25.4446	24.7694	24.8454	24.9741	24.7733	24.3147	24.9682						10	10	10	51.3	51.3	51.3	17.718	0	119.62	255570000	200	0.0962837	0.722726	-0.370388	-1.98164
22.2752	20.7415	21.6958	21.4696	21.5759	20.6767	19.4358	20.5878						4	4	4	58.9	58.9	58.9	6.6767	0	13.703	21143000	39	0.793753	0.954387	-0.185949	-0.278352
24.2222	24.7405	23.8937	24.2417	24.4966	19.7181	23.5181	24.1261						6	6	6	35.8	35.8	35.8	17.222	0	35.357	156160000	133	0.290667	0.808622	-1.38922	-1.26469
24.2248	24.2534	24.535	24.9503	24.7629	23.886	23.8209	24.0093						9	9	9	51.3	51.3	51.3	18.431	0	48.404	185620000	143	0.603549	0.901271	-0.169622	-0.553276
21.1996	19.3982	21.1153	21.7739	20.1971	20.227	20.363	18.5773						3	3	3	31.4	31.4	31.4	9.7251	0	13.472	18504000	25	0.160494	0.774614	1.06891	1.63377
20.4634	19.0918	20.6016	20.3817	19.9126	19.9814	20.1811	18.6805						2	2	2	22.5	22.5	22.5	9.1275	0	5.2242	8231300	8	0.211052	0.803961	0.680314	1.54021
22.8483	22.8239	23.8214	23.5545	23.6902	20.3117	22.1058	23.251						4	4	4	37	37	37	13.281	0	52.095	82444000	71	0.186556	0.788089	-1.19156	-1.6259
