LFQ intensity 11_pTa	LFQ intensity 12_pT2+	LFQ intensity 15_pT2+	LFQ intensity 16_pTa	LFQ intensity 17_pT2+	LFQ intensity 19_pTa	LFQ intensity 3_pTa	LFQ intensity 9_pT2+	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Welch's T-test Significant pTa_pT2+	C: Welch's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	N: Welch's T-test p-value pTa_pT2+	N: Welch's T-test q-value pTa_pT2+	N: Welch's T-test Difference pTa_pT2+	N: Welch's T-test Test statistic pTa_pT2+
19.9256	20.4143	20.3115	22.0387	19.2754	19.8615	23.2772	20.3599						4	4	4	39.8	39.8	39.8	11.471	0	34.565	19141000	26	0.256099	0.79661	1.18548	1.34649
25.381	24.9218	24.3773	25.1993	25.8797	24.2868	24.8171	25.107						16	16	16	59.5	59.5	59.5	33.296	0	205.1	322050000	278	0.716412	0.943568	-0.150415	-0.381972
24.0085	23.2617	23.0852	23.7914	23.4609	22.5209	23.1754	23.0081						12	12	12	60.9	60.9	60.9	26.923	0	62.592	95933000	100	0.655068	0.922607	0.170089	0.486672
25.4567	26.0356	28.7422	23.9271	20.7032	20.0773	23.7989	24.1246						84	84	84	35.7	35.7	35.7	333.14	0	323.31	599060000	443	0.47025	0.889893	-1.58641	-0.777612
23.1815	22.1991	23.5128	22.9748	24.0032	21.21	22.2855	22.5927						7	7	7	22.6	22.6	22.6	36.224	0	67.697	73865000	56	0.316219	0.826489	-0.664014	-1.09376
22.8843	22.1796	22.0166	22.7853	21.7399	20.4712	23.4679	22.0624						5	5	4	16.3	16.3	13.6	42.823	0	24.997	49050000	34	0.587519	0.895239	0.402569	0.603042
24.8296	22.9717	24.1794	24.4847	22.6368	23.973	24.0382	23.3116						24	24	24	37.1	37.1	37.1	85.424	0	129.31	135970000	134	0.0420285	0.684549	1.0565	2.72426
20.7669	20.4228	20.8697	21.9195	21.9129	19.6953	20.5353	20.036						7	7	7	12.8	12.8	12.8	75.775	0	14.727	16966000	13	0.898978	0.979568	-0.0810881	-0.13251
21.5936	22.0501	22.2328	21.9867	21.829	21.0978	22.5655	21.4042						7	7	7	17.3	17.3	17.3	59.058	0	17.287	33195000	32	0.85692	0.981126	-0.0681138	-0.190241
24.4591	23.7363	24.0876	24.984	24.4574	23.7161	24.5735	24.5033						19	19	19	41.4	41.4	41.4	59.366	0	80.369	191610000	178	0.489681	0.894585	0.237006	0.74215
23.886	21.9889	23.2791	24.5842	23.3906	20.8348	22.901	23.8457						14	14	14	44.6	44.6	44.6	41.515	0	53.84	103410000	72	0.938159	0.986809	-0.074574	-0.0821604
20.0823	21.7525	21.1303	21.0409	21.6617	20.7886	22.7675	21.0992						6	6	6	17.4	17.4	17.4	41.489	0	17.427	22932000	18	0.708722	0.938911	-0.241099	-0.404997
21.6085	20.6062	20.6621	21.8156	19.8861	19.8265	20.1517	19.7004						3	3	3	13	13	13	33.31	0	7.9799	13565000	18	0.314422	0.825975	0.636883	1.13644
19.8853	21.789	20.5663	21.0346	20.103	19.8177	21.4292	19.9198						2	2	2	16.3	16.3	16.3	16.941	0	41.867	13405000	18	0.931011	0.986591	-0.0528307	-0.0902743
23.1241	19.4983	24.0641	23.4887	23.5907	20.8923	23.6145	19.5007						21	2	1	55.9	6.7	3.8	49.895	0	22.344	80314000	13	0.46733	0.886877	1.11644	0.794029
20.4742	19.0176	21.0182	20.7133	21.6313	20.247	19.4583	19.4834						8	8	8	7.8	7.8	7.8	148.85	0	23.048	13413000	12	0.928555	0.987047	-0.0644269	-0.0952734
22.4971	22.2434	22.4171	22.9246	23.6565	21.588	23.4979	22.4735						12	12	12	30.5	30.5	30.5	54.234	0	45.88	66290000	88	0.895722	0.982924	-0.0707211	-0.136989
22.3238	19.6954	20.8263	22.2005	21.844	21.7458	22.5069	20.9295						3	3	3	26.8	26.8	26.8	13.941	0	14.473	27916000	31	0.0459827	0.659729	1.37048	2.92134
23.7236	21.4787	22.4961	23.4664	19.7164	23.5567	21.9775	23.1563						9	9	9	39.3	39.3	39.3	25.764	0	50.197	58202000	72	0.149995	0.761619	1.46916	1.72514
22.7919	22.942	22.2077	22.8517	21.9688	22.2694	22.2163	22.4937						9	9	9	22.7	22.7	22.7	46.971	0	33.31	55972000	49	0.647771	0.915204	0.129274	0.481829
20.5991	21.3629	21.5593	20.4182	20.7329	21.6223	19.7878	20.2384						2	2	2	12.2	12.2	12.2	25.75	0	6.4123	12425000	17	0.480418	0.890428	-0.366536	-0.754691
21.4181	19.8906	22.1107	23.5087	21.7618	20.9293	21.7472	20.6674						9	9	9	11.1	11.1	11.1	122.85	0	31.159	34824000	22	0.336035	0.831016	0.793213	1.04645
20.6186	23.0151	21.8874	21.7089	22.3327	19.5223	20.8724	19.8731						4	4	4	16	16	16	30.692	0	25.415	27026000	18	0.232533	0.808035	-1.09655	-1.34991
21.8704	21.5959	21.7638	22.7115	20.9582	20.2698	21.5711	21.7913						7	7	7	21	21	21	44.875	0	26.822	29676000	34	0.892349	0.98432	0.0783849	0.144466
23.5507	23.2826	23.1471	23.0506	23.1617	22.1489	22.5693	19.4861						15	14	14	22.9	22.2	22.2	95.737	0	46.671	66334000	62	0.599596	0.902191	0.560508	0.57406
21.2277	19.7721	20.6127	20.7553	19.4323	22.3145	19.7549	21.2791						4	4	4	19.3	19.3	19.3	24.701	0	8.6911	13083000	11	0.318086	0.827801	0.739066	1.09423
21.7713	22.9673	19.5178	20.8058	22.5514	20.0876	23.3955	21.67						3	3	3	33	33	33	11.438	0	30.601	41269000	30	0.882787	0.983532	-0.161582	-0.153864
22.7642	23.3384	22.6256	23.4994	22.3235	22.6715	23.1696	23.0744						5	5	4	25.1	25.1	17.9	27.277	0	92.773	69834000	44	0.554822	0.890197	0.185697	0.626279
20.2389	19.9563	20.8709	21.0811	20.271	21.3945	21.2053	20.1871						3	3	3	11.4	11.4	11.4	35.978	0	10.488	11863000	19	0.0894449	0.715675	0.658595	2.05051
22.6477	21.9244	22.1653	22.3317	22.5273	20.2308	20.7847	22.0107						9	9	9	10.8	10.8	10.8	100.67	0	27.497	38043000	29	0.347185	0.838426	-0.658183	-1.0939
20.205	20.5361	20.0791	21.2401	20.6885	20.3808	20.4059	20.5595						4	4	2	10.6	10.6	5.9	48.586	0	11.645	11268000	12	0.744902	0.947977	0.0921454	0.344762
21.5788	20.1053	21.9962	21.4596	21.8142	18.732	19.8126	19.9594						7	7	7	16.6	16.6	16.6	59.004	0	19.281	21254000	17	0.537766	0.886638	-0.573037	-0.655365
20.8657	20.0171	19.8829	20.1754	20.3752	21.143	21.3753	20.0644						3	3	3	47.5	47.5	47.5	11.25	0	9.9638	12427000	27	0.0461058	0.652133	0.804931	2.87455
22.1479	20.9186	20.5041	22.2014	24.1575	22.5099	22.9536	22.4304						24	24	24	18.9	18.9	18.9	181.79	0	83.982	53858000	46	0.629453	0.906891	0.450571	0.53047
27.8935	22.7204	27.2894	24.6668	20.7511	22.8032	23.4878	20.1859						18	18	18	54.8	54.8	54.8	52.387	0	305.1	507110000	299	0.358236	0.840177	1.97613	1.00449
22.3825	21.6052	21.568	22.1847	21.856	19.7854	21.4938	22.5891						6	6	6	65.1	65.1	65.1	12.349	0	23.039	34635000	25	0.525045	0.884153	-0.442994	-0.696412
23.5822	25.2972	24.6784	25.3031	25.3954	25.1361	24.6239	25.6198						9	8	2	53.2	47.8	15.9	22.171	0	46.97	303880000	155	0.243077	0.806061	-0.586388	-1.34237
23.7487	23.1442	22.9913	22.5664	22.8444	22.6955	23.5443	22.3667						14	14	12	29.6	29.6	26.1	61.174	0	90.997	75327000	98	0.419095	0.883481	0.302046	0.884327
21.2347	21.4326	21.0804	21.6352	21.0828	20.0657	20.1874	21.8761						3	3	3	31.2	31.2	31.2	10.438	0	8.9472	21518000	22	0.239117	0.80292	-0.587196	-1.36341
23.3247	22.3728	20.6829	22.3001	21.4693	20.6359	22.7015	20.6896						10	10	10	43.4	43.4	43.4	37.92	0	51.165	38321000	26	0.235351	0.807	0.936914	1.33629
22.1238	19.4561	21.4022	22.14	22.3392	20.5702	21.5176	21.9212						5	5	5	16.1	16.1	16.1	31.791	0	16.583	29059000	31	0.693563	0.933065	0.308242	0.418581
18.8765	21.4172	20.6134	20.1292	21.1677	20.9068	20.4558	19.9401						8	8	8	9.7	9.7	9.7	103.08	0	18.327	15838000	13	0.254307	0.796635	-0.692512	-1.27065
21.3567	22.9488	20.7255	22.3687	22.4175	22.6861	23.1239	22.6956						5	5	5	27.2	27.2	27.2	24.95	0	32.03	45162000	35	0.776461	0.954294	0.186992	0.298092
22.8437	23.3217	22.4304	23.5801	23.5527	23.0938	22.789	20.4602						15	15	15	28.5	28.5	28.5	72.595	0	46.83	72317000	72	0.439046	0.879939	0.635417	0.875136
20.9503	18.9664	18.6052	21.1017	21.0828	20.7833	21.5866	20.5418						3	3	3	5.5	5.5	5.5	80.62	0	5.9211	11315000	5	0.114511	0.755275	1.30643	2.09253
21.4791	21.1586	20.6607	20.5561	18.9885	19.842	21.3391	20.0824						4	4	4	33.5	33.5	33.5	18.681	0	10.13	13391000	23	0.372338	0.851413	0.581546	0.967045
23.0438	22.0373	22.3117	23.1446	23.0988	21.9943	23.4777	23.9433						6	6	6	27.5	27.5	27.5	28.319	0	94.914	74126000	84	0.904423	0.980197	0.0672889	0.125661
21.3847	19.081	21.4121	21.719	21.7334	19.6912	20.0233	18.6502						3	3	3	9.5	9.5	9.5	47.145	0	15.093	16054000	6	0.625002	0.906697	0.485353	0.519968
22.6691	19.3683	21.5375	23.1503	22.8449	20.6046	22.7323	22.1919						7	7	7	25.8	25.8	25.8	35.619	0	33.169	45460000	35	0.430872	0.886816	0.803387	0.848724
23.6639	19.6028	22.3238	26.546	20.8973	22.6903	23.9139	20.2847						13	13	5	39.2	39.2	15.3	59.809	0	157.11	163250000	117	0.0171394	0.602727	3.42635	3.40092
21.4948	22.4566	22.3258	22.6368	23.851	21.5066	21.687	22.4911						10	10	10	51.8	51.8	51.8	26.21	0	29.835	55207000	57	0.0826176	0.754491	-0.949816	-2.11085
22.4106	21.1129	21.872	23.129	22.4426	21.7134	22.8269	21.9046						7	7	7	28.4	28.4	28.4	34.793	0	43.166	46580000	45	0.146102	0.7516	0.686958	1.67249
18.4913	19.3922	21.0601	22.7699	22.8346	23.7792	24.1151	21.1947						7	7	7	80.8	80.8	80.8	11.662	0	120.08	37548000	44	0.467246	0.888035	1.16843	0.791612
21.1595	21.1604	20.8791	21.3714	21.54	21.2228	20.5215	19.9897						4	4	4	6.8	6.8	6.8	67.887	0	16.271	17366000	18	0.662481	0.92403	0.176492	0.464923
23.022	23.4126	22.7096	23.6741	22.5356	23.1398	22.9288	22.7994						10	10	10	31.7	31.7	31.7	46.48	0	53.326	72908000	71	0.245221	0.795695	0.326906	1.29041
21.4493	19.6009	19.4796	21.739	22.3104	18.8579	21.6457	19.9432						7	7	7	41.3	41.3	41.3	22.977	0	21.368	21838000	11	0.561712	0.891976	0.589468	0.614121
21.3282	20.8418	22.3257	22.7345	24.6272	20.4288	21.83	24.9379						12	12	12	29.2	29.2	29.2	61.067	0	89.642	96192000	64	0.2081	0.806462	-1.60276	-1.47516
24.0882	25.1118	24.6418	25.1482	24.4165	24.6916	25.0784	23.7411						5	5	5	7	7	7	129.93	0	56.805	228730000	133	0.492953	0.888132	0.273795	0.731075
23.6362	19.4767	22.2678	22.9944	22.8827	22.5945	23.4451	20.7554						10	10	10	48.9	48.9	48.9	30.608	0	31.642	61675000	35	0.0938356	0.739465	1.82189	2.27305
21.2704	20.6795	20.8487	21.431	21.0201	22.0922	20.7394	20.2456						5	5	5	21.3	21.3	21.3	27.131	0	14.34	16524000	22	0.0897877	0.712774	0.684787	2.1103
21.0509	22.1648	21.9837	21.0455	21.1639	21.1776	18.9403	19.7931						8	8	6	12.9	12.9	9.5	87.343	0	18.984	19413000	16	0.379971	0.864844	-0.722816	-0.947489
22.7914	19.8301	23.2519	22.7079	22.1476	23.3191	23.6639	24.0923						7	7	6	19.7	19.7	17.7	43.973	0	15.89	54729000	105	0.461023	0.886944	0.790082	0.830836
21.3589	19.2035	20.9694	19.4978	18.9631	19.7182	21.2157	21.4026						2	2	2	16.2	16.2	16.2	15.521	0	24.021	17474000	15	0.704681	0.937195	0.312981	0.398601
21.2503	21.5581	21.8257	22.0353	22.6625	19.8915	21.2862	22.2553						10	10	10	17.1	17.1	17.1	66.115	0	28.256	32423000	58	0.122197	0.756094	-0.959606	-1.88849
22.2691	20.8959	21.4	22.9381	22.8552	20.1282	21.6911	21.2742						11	11	11	13.5	13.5	13.5	113.79	0	37.328	37293000	36	0.845994	0.978919	0.150286	0.203697
22.16	23.0683	22.4636	22.9949	22.7197	22.3761	21.87	22.5735						9	9	9	24.7	24.7	24.7	44.743	0	45.078	52106000	70	0.251974	0.80181	-0.356021	-1.30663
20.1707	19.7219	20.3259	20.0813	20.1758	20.8995	19.1344	19.684						3	3	3	3.2	3.2	3.2	97.394	0.0014577	3.8009	6125300	5	0.822742	0.96805	0.0945907	0.238612
21.6237	22.9004	22.3397	22.5078	20.8647	21.3864	19.5593	20.717						8	8	8	35.5	35.5	35.5	36.748	0	34.162	28170000	20	0.615143	0.90533	-0.436161	-0.530504
23.2454	22.8018	23.3882	22.8936	22.138	23.0217	22.4533	22.6837						9	9	6	27.5	27.5	19.6	49.398	0	24.652	62755000	57	0.642835	0.913462	0.150539	0.492196
19.0992	20.907	21.2567	19.7956	19.9277	20.9507	19.9741	19.6746						5	5	5	15.3	15.3	15.3	42.243	0	11.667	19378000	8	0.401227	0.876946	-0.486602	-0.903197
21.2366	21.4595	21.2415	21.1884	22.0203	20.1439	19.8929	21.1989						8	8	3	14.7	14.7	7.4	71.368	0	16.856	19656000	20	0.0855243	0.761174	-0.864607	-2.18049
21.7493	20.4205	18.8	22.2544	22.3664	20.5424	19.3117	21.7395						5	5	2	31.7	31.7	12.4	21.539	0	15.32	25287000	14	0.901485	0.979806	0.132832	0.129293
21.3237	20.8289	20.798	21.3239	21.2653	19.803	22.5558	20.3113						6	6	6	28.2	28.2	28.2	27.626	0	13.6	19175000	13	0.494864	0.88691	0.450711	0.755916
21.7121	20.1731	19.029	21.5369	21.4611	21.1199	21.4811	21.4845						3	3	3	14.1	14.1	14.1	26.152	0	10.436	21059000	10	0.214229	0.809023	0.925595	1.53842
18.7963	20.8136	20.4305	20.4118	20.4603	19.3532	20.1267	20.4746						3	3	3	9.1	9.1	9.1	39.315	0	8.7536	9178900	8	0.0950693	0.735292	-0.872774	-2.30536
24.108	22.8579	23.8356	24.1263	23.3825	23.4246	24.0454	24.0728						14	14	14	26.6	26.6	26.6	82.588	0	51.547	125300000	86	0.27307	0.797895	0.38887	1.22966
21.5102	21.0645	21.619	21.8254	21.3577	20.3806	22.5199	20.994						5	5	5	21	21	21	39.594	0	24.295	24571000	18	0.559922	0.893765	0.300197	0.64092
21.5262	21.7204	21.6402	22.8377	20.768	19.8275	20.4468	20.8697						14	14	14	11.6	11.6	11.6	177.19	0	36.219	24872000	18	0.904952	0.979633	-0.0900168	-0.127478
20.7253	19.9952	21.4382	21.7784	22.2666	20.4022	20.4499	21.3986						4	4	4	11.7	11.7	11.7	36.034	0	15.007	20816000	21	0.477424	0.887298	-0.435687	-0.764188
20.1932	19.53	20.1557	20.9678	21.0649	19.4771	20.5371	21.1605						6	6	6	8.4	8.4	8.4	121.89	0	12.871	12041000	15	0.726186	0.944292	-0.183993	-0.367782
22.6376	22.2024	20.072	21.8167	23.1663	23.5235	23.6016	23.5871						9	9	9	51.2	51.2	51.2	23.85	0	48.249	67679000	78	0.508113	0.889468	0.637892	0.717054
20.0823	18.9617	21.1604	20.9263	19.9339	21.4577	20.0812	20.472						2	2	2	7.5	7.5	7.5	37.551	0	21.321	8642200	9	0.416066	0.882003	0.504856	0.879314
23.7491	23.6974	23.2437	24.2101	22.5373	22.9229	23.8903	23.949						36	36	36	22.7	22.7	22.7	234.71	0	103.03	112290000	100	0.447805	0.881634	0.336251	0.812813
23.0655	22.2349	22.6725	20.5915	20.737	20.3161	22.4833	21.886						9	9	8	16	16	14.4	61.161	0	30.495	35929000	25	0.750464	0.945601	-0.268542	-0.336268
22.6379	22.511	21.2698	22.7134	22.7273	19.1337	21.2299	23.8612						7	7	7	20.2	20.2	20.2	43.159	0	41.472	54952000	44	0.292785	0.806708	-1.16359	-1.17327
22.4145	23.2257	22.0306	22.83	23.237	23.6643	23.3275	23.1618						8	8	7	38.2	38.2	38.2	27.893	0	29.005	70095000	91	0.730936	0.945784	0.145277	0.360427
23.1724	21.8022	23.4747	22.3399	22.6779	19.4491	21.4074	22.2996						9	9	9	20.9	20.9	20.9	56.084	0	35.442	51051000	59	0.327161	0.827783	-0.971413	-1.11089
23.3277	24.7345	24.6036	23.7302	23.2324	22.006	24.98	24.3274						29	29	29	27.6	27.6	27.6	152.47	0	197.37	155600000	138	0.358527	0.836007	-0.713472	-1.01722
21.2899	20.8922	21.4088	21.2913	22.0378	21.1615	20.6587	20.1504						10	10	10	9.9	9.9	9.9	134.46	0	25.768	19463000	13	0.961576	0.994396	-0.0219522	-0.051398
20.9379	21.6362	21.2625	21.4659	21.2385	20.303	20.7406	21.3311						9	9	9	31.5	31.5	31.5	38.449	0	19.29	20097000	21	0.124514	0.755154	-0.505247	-1.95824
20.7526	20.8917	20.0779	21.0505	20.8798	19.4518	19.3246	19.9395						7	5	5	11.4	8.5	8.5	97.621	0	13.327	10491000	9	0.58018	0.896992	-0.302323	-0.59276
21.2405	21.8883	21.0397	21.8926	21.4415	19.2859	19.9963	19.8372						4	4	4	24.2	24.2	24.2	20.505	0	12.842	18647000	12	0.566838	0.893661	-0.447887	-0.608593
21.1181	21.0255	21.0605	20.8128	21.938	20.9169	20.8203	19.3527						5	5	5	25.9	25.9	25.9	35.668	0	18.603	17267000	15	0.901824	0.979408	0.0728469	0.133723
22.013	19.9694	21.4371	22.0061	22.3243	19.8101	19.7653	19.7141						9	9	9	15.2	15.2	15.2	71.223	0	27.813	22595000	38	0.967856	0.993888	0.0374193	0.042009
20.0713	20.1601	23.0583	19.1717	19.6008	20.2007	22.0882	20.0808						6	6	6	14.5	14.5	14.5	50.18	0	23.766	15680000	32	0.744157	0.950043	-0.342007	-0.342752
20.7111	20.0757	20.638	21.3212	21.1308	19.4295	19.397	19.3977						6	6	6	7.6	7.6	7.6	133.96	0	14.259	12212000	31	0.880054	0.983304	-0.0958505	-0.157853
20.1056	20.5302	24.9763	20.0811	19.5915	20.4975	18.6588	19.9635						12	12	12	22.1	22.1	22.1	87.996	0	55.638	36203000	40	0.344169	0.836015	-1.42964	-1.08683
22.1114	20.2347	21.2504	20.636	20.4069	19.872	19.1648	22.1571						5	5	5	9.6	9.6	9.6	85.225	0	12.113	16134000	11	0.4931	0.887059	-0.566218	-0.735143
24.3264	24.4165	24.1244	24.3038	23.4715	24.1255	24.0362	24.0186						15	15	15	35.7	35.7	35.7	65.401	0	83.484	149310000	133	0.418872	0.884649	0.190205	0.90715
19.0474	21.5177	21.124	21.7295	20.8992	20.5364	21.994	20.1748						6	6	5	17.3	17.3	14.6	65.695	0	23.509	18480000	28	0.895386	0.984396	-0.1021	-0.140004
22.0359	22.482	22.513	22.4029	22.1183	22.4422	21.8595	21.7732						9	9	9	20.8	20.8	20.8	56.639	0	29.294	40709000	29	0.87668	0.98721	-0.0364594	-0.162205
24.3834	23.1478	21.016	23.1046	21.2657	23.4969	23.4649	23.4232						9	9	9	33.4	33.4	33.4	34.094	0	61.75	82573000	67	0.107168	0.779105	1.39931	2.05649
20.548	21.9095	22.0054	20.9046	19.6454	20.2549	22.0083	19.6549						4	4	4	29.9	29.9	29.9	16.648	0	26.711	18328000	24	0.877333	0.986212	0.125149	0.162781
21.9857	21.4037	21.5248	21.6815	22.0385	21.2725	19.8616	21.6378						5	5	5	13.1	13.1	13.1	59.875	0	20.211	23559000	26	0.415684	0.882497	-0.450854	-0.921376
20.0596	20.5721	21.0426	21.8747	22.5418	21.2959	19.1155	20.209						11	11	11	12.4	12.4	12.4	123.91	0	29.412	21896000	15	0.553928	0.88999	-0.504944	-0.627985
22.2114	21.5504	21.8299	22.3528	21.9919	20.6692	22.0969	21.6946						6	6	6	32.2	32.2	32.2	25.565	0	39.107	34171000	18	0.879369	0.985837	0.0658855	0.163691
22.6229	24.9361	23.3533	23.9854	25.7141	19.9555	23.105	23.3445						18	18	18	66	66	66	37.375	0	167.8	165440000	136	0.1239	0.761526	-1.9198	-1.82751
22.2199	20.2057	19.517	25.171	20.5234	21.0668	24.1044	21.0052						10	10	10	32.7	32.7	32.7	37.277	0	117.78	72326000	46	0.048582	0.684	2.82771	2.90521
21.5769	22.3764	21.1304	21.8234	22.4337	21.3913	21.7938	20.2388						11	11	6	17.6	17.6	9.9	74.175	0	34.12	32005000	32	0.861802	0.981043	0.1015	0.188426
23.0769	22.43	21.8574	22.4674	22.6639	22.3853	23.0372	22.3916						7	7	7	22.6	22.6	22.6	48.207	0	42.001	53878000	55	0.155843	0.771315	0.406005	1.62357
22.3233	19.3562	22.3352	21.768	22.2269	20.5702	20.9089	21.1255						5	5	5	24.2	24.2	24.2	38.534	0	14.28	26929000	17	0.875776	0.989137	0.131622	0.164844
19.4526	22.0566	19.7021	19.2579	21.1378	20.4239	21.5306	20.2778						2	2	2	9.7	9.7	9.7	16.014	0	10.548	13261000	9	0.424489	0.88947	-0.627292	-0.856734
21.0998	22.1796	21.7719	21.8726	22.7217	20.8148	21.4216	20.232						6	6	6	28.3	28.3	28.3	24.327	0	19.729	28838000	28	0.50535	0.888358	-0.424113	-0.730094
23.0015	22.4538	22.9898	22.3623	22.5602	23.7636	21.523	22.7481						11	11	11	33.3	33.3	33.3	32.463	0	40.155	58166000	65	0.961636	0.993659	-0.0253706	-0.0517692
21.629	20.0686	21.2196	21.4757	22.3323	19.4742	18.9673	19.9669						7	7	7	7.4	7.4	7.4	151.86	0	14.626	19457000	14	0.583911	0.896725	-0.510286	-0.579886
21.0805	21.9916	20.5622	20.9278	21.8529	21.5055	20.9497	19.7828						5	5	5	24.4	24.4	24.4	24.347	0	19.997	18907000	12	0.907414	0.980625	0.0685105	0.12524
23.8618	24.7654	24.0019	23.9971	23.5101	23.7991	24.9338	23.8227						11	11	11	55.2	55.2	55.2	27.401	0	80.25	159670000	145	0.754975	0.94597	0.122924	0.326723
18.643	21.9698	20.8037	20.8323	20.4893	19.0981	19.8939	20.614						3	3	3	26.5	26.5	26.5	20.555	0	7.6185	12794000	12	0.0660919	0.742667	-1.35241	-2.29789
25.3373	21.4732	22.8587	23.1599	20.3957	20.2827	22.512	19.3531						17	17	16	30.2	30.2	28.6	75.99	0	112.49	77829000	56	0.214132	0.811494	1.80282	1.40566
21.2072	22.4827	22.433	21.1126	21.4163	20.4136	21.319	19.0385						8	8	8	21.7	21.7	21.7	53.248	0	16.789	24379000	13	0.715713	0.943624	-0.329499	-0.396097
19.7032	22.9229	22.5074	22.615	21.2552	21.9155	23.3151	23.0348						7	7	7	35.4	35.4	35.4	21.627	0	42.808	48696000	58	0.56787	0.893024	-0.542867	-0.615528
20.9228	19.2201	21.4693	21.8471	20.6371	19.969	21.7917	19.3991						10	10	10	8.7	8.7	8.7	149.69	0	23.286	25009000	24	0.219929	0.811258	0.951252	1.37476
23.4844	23.2574	23.5942	23.1602	23.4367	19.6578	22.0111	22.24						8	8	8	23.6	23.6	23.6	55.18	0	31.115	71655000	60	0.319572	0.828719	-1.05372	-1.14691
20.3012	23.3176	21.1332	22.7686	26.5107	20.7281	21.203	23.6289						11	11	11	50.7	50.7	50.7	40.798	0	198.6	168500000	82	0.117001	0.767205	-2.39738	-1.95152
18.4298	20.9111	21.1447	21.0789	21.4529	20.6761	19.7161	19.8485						3	2	2	8.7	6.2	6.2	54.12	0	17.479	13781000	21	0.263858	0.805048	-0.864077	-1.26247
22.4253	23.1165	22.9837	23.4363	23.2343	20.0822	23.2388	21.9355						14	14	14	43.1	43.1	43.1	42.945	0	37.871	65222000	61	0.562527	0.891649	-0.521879	-0.63227
22.5997	21.4761	21.365	21.5356	22.185	21.9399	22.6894	21.9326						9	9	9	32.2	32.2	32.2	40.572	0	36.751	37599000	36	0.232806	0.804587	0.45149	1.34438
20.1741	19.9793	19.923	20.1024	22.2107	20.2889	20.4213	19.7489						6	6	6	3.6	3.6	3.6	299.61	0	15.727	11993000	10	0.733866	0.943665	-0.218818	-0.372166
24.7681	24.4821	24.6814	24.5292	25.7824	24.2761	23.9938	25.1385						17	17	17	53	53	53	43.786	0	109.61	260780000	184	0.119948	0.762539	-0.629289	-1.88913
21.7008	22.5545	22.3013	22.4735	22.8318	21.6417	23.4848	22.1512						9	9	9	42.6	42.6	42.6	28.068	0	31.764	52308000	51	0.783619	0.953838	-0.134503	-0.295183
23.234	22.9829	23.1882	23.2266	23.374	19.9097	22.5352	23.2748						14	14	14	36.9	36.9	36.9	51.156	0	47.432	75645000	59	0.303716	0.81452	-0.978607	-1.23283
21.1284	21.897	21.4318	22.0505	21.6306	20.1231	21.2707	21.0104						10	10	10	25.2	25.2	25.2	66.726	0	32.433	24079000	27	0.466944	0.888877	-0.34924	-0.797867
23.3596	23.012	23.3167	23.6784	23.8461	21.9968	22.823	23.1672						11	11	11	34.9	34.9	34.9	50.227	0	78.053	88180000	95	0.412395	0.889023	-0.371069	-0.905252
22.4065	23.2485	22.6381	22.2991	22.0015	22.85	21.5904	22.0391						7	7	7	27.8	27.8	27.8	38.242	0	25.518	46405000	45	0.637324	0.911337	-0.195315	-0.496688
23.2089	22.5162	23.5873	22.7402	23.3819	23.015	22.9203	22.818						5	5	5	21.9	21.9	21.9	30.658	0	38.874	73429000	47	0.714294	0.943331	-0.104746	-0.393735
20.5667	19.3598	20.592	20.9283	21.5597	20.2593	19.4126	19.3174						4	4	4	9.4	9.4	9.4	57.563	0	22.908	12246000	9	0.898419	0.981736	0.0844884	0.134401
19.4893	21.2118	20.9073	20.6937	21.629	19.7053	20.1015	19.5477						5	5	5	18.5	18.5	18.5	40.542	0	13.91	12726000	10	0.176197	0.779102	-0.826522	-1.58247
20.9677	21.6757	20.981	21.3543	20.8218	19.8012	20.5676	18.794						8	8	8	9.2	9.2	9.2	128.79	0	21.344	15046000	15	0.888045	0.98199	0.104595	0.148772
22.4854	21.7032	21.7721	22.5937	22.4338	21.1494	22.5011	21.6865						7	7	7	57.1	57.1	57.1	20.652	0	24.646	40563000	40	0.502159	0.886158	0.283475	0.728854
23.2754	23.8865	22.6192	23.5148	23.8639	22.6239	23.3389	23.3104						7	7	7	38.5	38.5	38.5	25.497	0	76.466	94347000	90	0.543258	0.888511	-0.231734	-0.650394
21.3124	20.5696	19.4094	21.6404	21.3262	19.7634	18.5868	20.5091						4	4	4	5.9	5.9	5.9	108.66	0	12.557	13550000	8	0.881426	0.983828	-0.127847	-0.157465
23.5463	22.6548	22.6443	22.9131	24.0645	18.5451	21.6018	22.764						14	14	14	39.1	39.1	39.1	59.578	0	74.388	71805000	85	0.308574	0.817809	-1.38033	-1.18565
20.7702	19.9414	20.5795	20.8293	20.1459	20.5977	21.2791	19.4194						5	4	4	15.1	12.9	12.9	40.796	0	12.207	12192000	7	0.0301746	0.652105	0.8475	3.01382
19.62	20.0743	19.8204	20.2934	20.0685	20.3933	19.9759	20.2151						2	2	2	5.9	5.9	5.9	39.869	0	5.9583	8005200	19	0.898674	0.980116	0.0260644	0.1351
